featureid	s69	s70	s71	s75	s76	s77
ENSG00000150281	4	0	0	0	1	0
ENSG00000150316	1675	857	1018	1841	730	1019
ENSG00000150337	0	0	0	0	0	0
ENSG00000150347	911	481	527	1276	544	830
ENSG00000150361	0	0	0	0	0	1
ENSG00000150394	0	0	0	0	0	0
ENSG00000150401	739	356	398	661	278	342
ENSG00000150403	554	253	315	623	253	435
ENSG00000150433	396	190	224	333	135	173
ENSG00000150455	228	115	123	189	87	115
ENSG00000150456	215	100	111	249	91	149
ENSG00000150457	209	110	127	396	171	325
ENSG00000150459	4352	2071	2194	4422	1989	3034
ENSG00000150471	2	4	0	1	0	0
ENSG00000150477	164	87	70	117	50	95
ENSG00000150510	324	121	130	153	75	86
ENSG00000150526	0	0	0	1	0	0
ENSG00000150527	695	369	403	654	327	475
ENSG00000150540	0	0	0	0	0	0
ENSG00000150551	0	0	0	0	0	0
ENSG00000150556	0	0	0	0	0	0
ENSG00000150593	486	245	282	698	354	451
ENSG00000150594	0	0	0	0	0	0
ENSG00000150625	0	0	0	0	0	1
ENSG00000150627	505	241	287	410	176	255
ENSG00000150628	2	0	2	5	3	3
ENSG00000150630	0	1	0	0	0	1
ENSG00000150636	91	44	44	66	28	38
ENSG00000150637	36	17	24	87	31	73
ENSG00000150656	3	0	2	1	2	3
ENSG00000150667	30	23	25	37	8	15
ENSG00000150672	22	14	8	25	5	8
ENSG00000150676	0	0	0	0	0	0
ENSG00000150681	11	2	4	10	3	3
ENSG00000150687	13	6	11	14	12	13
ENSG00000150712	1579	780	920	1619	753	990
ENSG00000150722	128	70	56	84	34	67
ENSG00000150732	0	0	0	0	0	0
ENSG00000150750	0	0	0	0	0	0
ENSG00000150753	26923	13344	15101	27789	11646	17115
ENSG00000150756	413	185	255	348	148	205
ENSG00000150760	0	0	0	0	0	0
ENSG00000150764	167	85	86	58	29	47
ENSG00000150768	2820	1441	1586	2272	1051	1455
ENSG00000150773	29	16	16	24	10	20
ENSG00000150776	2201	1066	1237	1927	842	1167
ENSG00000150779	1348	679	795	1394	516	855
ENSG00000150782	0	0	0	0	1	0
ENSG00000150783	3	1	3	0	5	1
ENSG00000150787	616	312	367	699	310	428
ENSG00000150867	3314	1641	1913	3008	1332	2059
ENSG00000150873	13	1	3	11	7	8
ENSG00000150893	0	0	0	0	0	1
ENSG00000150907	131	73	60	111	53	74
ENSG00000150938	147	89	84	337	166	230
ENSG00000150961	1116	543	590	1167	535	726
ENSG00000150967	302	118	156	232	96	182
ENSG00000150977	1190	616	663	1261	568	892
ENSG00000150990	3799	1745	1962	3656	1709	2452
ENSG00000150991	42490	20938	23953	58576	23787	34184
ENSG00000150995	512	217	310	485	232	327
ENSG00000151005	0	0	0	0	1	0
ENSG00000151006	341	141	170	232	86	120
ENSG00000151012	516	338	305	3309	1523	1707
ENSG00000151014	385	155	202	369	175	246
ENSG00000151023	0	0	0	2	1	0
ENSG00000151025	3	0	0	4	0	1
ENSG00000151033	0	0	0	0	0	0
ENSG00000151062	40	19	24	27	10	15
ENSG00000151065	460	201	232	322	140	208
ENSG00000151067	41	18	26	29	26	18
ENSG00000151079	214	89	110	252	150	241
ENSG00000151090	0	0	0	0	1	0
ENSG00000151092	1802	906	1020	2198	899	1162
ENSG00000151093	490	243	290	492	200	235
ENSG00000151116	15	11	4	14	2	3
ENSG00000151117	47	21	21	54	26	27
ENSG00000151131	978	462	513	1027	388	602
ENSG00000151135	577	338	363	690	284	502
ENSG00000151136	121	58	76	69	42	70
ENSG00000151148	1277	576	733	1206	513	794
ENSG00000151150	7	0	0	7	3	5
ENSG00000151151	219	136	158	183	81	123
ENSG00000151164	25	19	31	31	13	15
ENSG00000151176	1623	806	796	1603	713	1149
ENSG00000151208	943	492	507	1062	518	740
ENSG00000151224	74	25	49	39	23	46
ENSG00000151229	132	61	90	154	75	86
ENSG00000151233	878	492	578	648	262	367
ENSG00000151239	645	354	401	977	449	636
ENSG00000151240	99	54	54	96	44	90
ENSG00000151247	2286	1170	1324	2162	879	1405
ENSG00000151276	476	232	267	380	183	270
ENSG00000151287	866	454	550	1297	515	837
ENSG00000151292	336	191	207	443	197	272
ENSG00000151303	4	2	1	2	0	4
ENSG00000151304	450	196	281	477	211	273
ENSG00000151320	59	31	31	33	19	23
ENSG00000151322	0	0	0	0	0	0
ENSG00000151327	526	258	275	577	231	352
ENSG00000151332	577	303	324	494	263	326
ENSG00000151338	0	0	0	1	0	0
ENSG00000151348	1304	637	745	1541	618	896
ENSG00000151353	2325	1091	1299	2050	965	1377
ENSG00000151360	1	1	0	0	1	0
ENSG00000151364	22	5	9	7	3	4
ENSG00000151365	1	0	0	0	0	0
ENSG00000151366	1481	711	765	1381	670	963
ENSG00000151376	0	0	0	0	0	1
ENSG00000151379	0	0	0	0	0	0
ENSG00000151388	9	4	5	3	5	1
ENSG00000151413	342	209	239	350	143	209
ENSG00000151414	4568	2392	2808	5586	2424	3632
ENSG00000151418	0	0	0	0	0	0
ENSG00000151422	621	283	369	613	234	382
ENSG00000151445	622	282	351	561	224	321
ENSG00000151458	830	411	491	843	378	503
ENSG00000151461	1938	937	1112	1994	839	1106
ENSG00000151465	6532	3241	3629	6248	2750	3820
ENSG00000151466	375	221	202	391	138	234
ENSG00000151468	141	75	75	99	53	73
ENSG00000151470	302	191	177	259	129	186
ENSG00000151474	143	60	84	191	61	100
ENSG00000151475	0	0	0	0	0	0
ENSG00000151490	0	0	0	1	0	0
ENSG00000151491	5	2	4	9	6	8
ENSG00000151498	2065	970	1198	1472	614	914
ENSG00000151500	2165	1076	1299	1982	780	1120
ENSG00000151502	3851	1780	2052	2222	970	1467
ENSG00000151503	5742	2753	3249	5367	2299	3320
ENSG00000151532	1203	628	697	1501	654	921
ENSG00000151552	704	323	377	535	223	375
ENSG00000151553	1636	755	979	1342	593	854
ENSG00000151572	0	0	0	0	0	0
ENSG00000151575	129	74	81	151	64	98
ENSG00000151576	1864	952	1020	1706	715	1036
ENSG00000151577	0	0	0	0	0	0
ENSG00000151611	325	151	187	283	104	166
ENSG00000151612	148	77	90	390	163	209
ENSG00000151615	0	0	0	0	0	0
ENSG00000151617	1	0	0	0	0	0
ENSG00000151623	70	41	33	35	6	17
ENSG00000151631	2	0	2	1	3	1
ENSG00000151632	8	5	3	4	2	7
ENSG00000151640	0	0	1	1	0	0
ENSG00000151650	0	0	0	0	0	0
ENSG00000151651	134	70	47	176	79	84
ENSG00000151655	2	0	1	1	1	1
ENSG00000151657	475	273	287	650	239	303
ENSG00000151665	201	104	120	182	80	110
ENSG00000151687	15	16	11	14	9	13
ENSG00000151689	3	0	1	4	2	6
ENSG00000151690	1268	610	775	4267	1889	2894
ENSG00000151692	866	408	478	517	200	340
ENSG00000151693	400	170	190	161	70	99
ENSG00000151694	759	392	423	2311	1040	1417
ENSG00000151702	1728	826	1052	1270	535	949
ENSG00000151704	16	5	4	5	0	3
ENSG00000151715	2	0	3	3	0	1
ENSG00000151718	942	456	528	1019	432	614
ENSG00000151725	2014	1039	1179	2132	933	1236
ENSG00000151726	715	354	372	636	297	349
ENSG00000151729	1026	533	551	1076	466	721
ENSG00000151743	45	19	32	47	27	38
ENSG00000151746	962	455	542	776	352	462
ENSG00000151748	455	240	289	618	235	391
ENSG00000151773	15	8	8	22	11	11
ENSG00000151778	0	0	0	0	0	0
ENSG00000151779	1528	754	808	1577	600	958
ENSG00000151789	6	0	0	0	2	1
ENSG00000151790	0	0	0	0	0	0
ENSG00000151806	1573	799	818	1436	633	914
ENSG00000151812	0	1	0	1	0	0
ENSG00000151834	0	0	0	0	0	0
ENSG00000151835	4076	2070	2538	4073	1572	2386
ENSG00000151838	1	0	0	0	0	0
ENSG00000151846	15	3	7	7	6	9
ENSG00000151849	1160	576	644	988	418	521
ENSG00000151876	370	183	225	341	131	179
ENSG00000151881	248	142	164	339	128	165
ENSG00000151882	0	0	0	0	1	1
ENSG00000151883	368	206	231	900	409	539
ENSG00000151892	550	260	262	276	136	198
ENSG00000151893	1776	909	1016	1770	719	1141
ENSG00000151914	857	414	543	951	338	487
ENSG00000151917	170	80	94	117	61	63
ENSG00000151923	3314	1641	1781	3794	1521	2157
ENSG00000151929	818	412	385	1168	506	780
ENSG00000151948	1	0	1	0	0	1
ENSG00000151952	0	0	0	1	0	0
ENSG00000151962	0	0	0	0	0	0
ENSG00000151963	0	1	0	1	1	1
ENSG00000151967	56	29	28	63	30	25
ENSG00000152034	0	0	0	0	0	0
ENSG00000152049	5	0	2	2	4	1
ENSG00000152056	149	69	93	220	90	159
ENSG00000152061	653	291	349	674	274	420
ENSG00000152076	216	100	114	148	63	78
ENSG00000152078	52	31	37	49	16	37
ENSG00000152082	2886	1298	1354	2811	1111	1969
ENSG00000152086	0	0	0	0	0	2
ENSG00000152092	0	1	0	0	0	0
ENSG00000152093	0	0	0	0	0	0
ENSG00000152102	6304	3067	3491	7193	3235	4880
ENSG00000152104	129	58	87	144	71	118
ENSG00000152117	1305	620	661	1371	539	707
ENSG00000152127	1526	695	837	2244	901	1492
ENSG00000152128	96	52	47	86	45	65
ENSG00000152133	511	319	365	655	290	425
ENSG00000152137	0	0	0	0	0	0
ENSG00000152147	436	193	223	284	141	205
ENSG00000152154	5	0	2	5	2	5
ENSG00000152192	647	286	388	749	330	513
ENSG00000152193	902	488	580	1333	561	839
ENSG00000152207	10	2	4	3	0	1
ENSG00000152208	0	0	0	0	0	0
ENSG00000152213	40	17	26	22	10	25
ENSG00000152214	0	0	0	0	0	0
ENSG00000152217	29	6	13	33	7	28
ENSG00000152219	498	287	322	597	252	332
ENSG00000152223	663	329	404	821	328	490
ENSG00000152229	7	5	5	6	2	4
ENSG00000152234	15805	7821	8738	15261	6273	8731
ENSG00000152240	1442	679	793	1356	557	830
ENSG00000152242	1220	620	603	1656	705	1001
ENSG00000152253	865	445	553	1017	435	638
ENSG00000152254	0	0	0	0	0	0
ENSG00000152256	729	375	387	532	218	331
ENSG00000152266	0	0	0	0	0	0
ENSG00000152270	1956	941	1068	1120	509	778
ENSG00000152284	31	6	14	51	25	28
ENSG00000152291	6167	3333	3603	8698	3750	5465
ENSG00000152292	12	6	8	11	5	8
ENSG00000152315	18	9	12	16	6	11
ENSG00000152332	3229	1833	2097	3714	1657	2439
ENSG00000152348	298	123	173	254	88	140
ENSG00000152359	646	338	404	822	351	501
ENSG00000152377	23	13	12	17	11	11
ENSG00000152380	3	1	3	12	3	6
ENSG00000152382	657	336	361	486	244	316
ENSG00000152402	17	5	18	14	8	10
ENSG00000152404	513	281	312	658	274	319
ENSG00000152409	455	236	256	290	171	223
ENSG00000152413	565	346	335	1615	699	1106
ENSG00000152422	228	112	162	271	105	157
ENSG00000152430	0	0	3	2	1	0
ENSG00000152433	132	74	67	223	60	98
ENSG00000152439	351	173	226	410	164	227
ENSG00000152443	870	412	461	1064	454	608
ENSG00000152454	163	83	88	226	87	122
ENSG00000152455	1118	582	650	926	365	543
ENSG00000152457	522	305	319	771	353	421
ENSG00000152463	1	2	2	3	1	3
ENSG00000152464	625	319	336	603	268	388
ENSG00000152465	733	353	406	591	235	342
ENSG00000152467	0	0	0	0	0	0
ENSG00000152475	136	50	74	77	30	78
ENSG00000152484	758	424	479	1255	542	767
ENSG00000152492	0	0	0	0	0	0
ENSG00000152495	1751	914	1029	1083	546	718
ENSG00000152503	274	143	208	298	106	180
ENSG00000152518	3958	1724	2090	1371	568	981
ENSG00000152520	1104	584	681	1239	578	802
ENSG00000152527	253	155	128	196	64	100
ENSG00000152556	130	55	65	154	53	99
ENSG00000152558	3663	2011	2301	4258	2006	2956
ENSG00000152578	1	0	0	1	0	0
ENSG00000152580	9	7	7	4	3	8
ENSG00000152582	2	3	4	5	2	3
ENSG00000152583	4	1	1	0	1	0
ENSG00000152591	1	0	0	2	0	2
ENSG00000152592	0	0	0	0	0	0
ENSG00000152595	0	0	0	0	0	0
ENSG00000152601	6571	3430	3843	5501	2551	3837
ENSG00000152611	0	0	1	1	0	0
ENSG00000152620	735	385	409	348	193	226
ENSG00000152642	744	361	455	645	277	422
ENSG00000152661	14	1	8	3	7	4
ENSG00000152669	121	56	64	81	31	52
ENSG00000152670	0	1	3	3	0	1
ENSG00000152672	0	0	1	1	0	0
ENSG00000152683	474	217	246	356	169	228
ENSG00000152684	925	449	516	1498	641	981
ENSG00000152689	26	13	8	14	2	9
ENSG00000152700	982	515	622	1235	565	727
ENSG00000152705	7	9	9	12	4	10
ENSG00000152749	631	333	411	435	221	341
ENSG00000152760	0	0	0	0	0	0
ENSG00000152763	21	7	4	13	2	10
ENSG00000152766	7	4	9	9	4	4
ENSG00000152767	248	104	111	245	88	178
ENSG00000152778	415	218	249	299	135	184
ENSG00000152779	0	1	0	0	0	0
ENSG00000152782	272	122	142	98	37	58
ENSG00000152784	267	100	164	1331	538	1017
ENSG00000152785	1	0	1	2	3	1
ENSG00000152795	11355	5656	6659	9622	4149	5312
ENSG00000152804	78	40	35	125	52	64
ENSG00000152818	536	251	359	493	192	296
ENSG00000152822	0	0	0	1	0	1
ENSG00000152894	110	51	68	109	47	61
ENSG00000152904	922	432	501	998	413	649
ENSG00000152910	0	0	0	0	0	0
ENSG00000152926	329	163	232	426	173	239
ENSG00000152931	0	0	0	0	1	1
ENSG00000152932	0	0	0	0	0	0
ENSG00000152936	0	0	0	0	0	0
ENSG00000152939	18	10	5	15	6	8
ENSG00000152942	1328	736	813	1066	480	642
ENSG00000152944	689	343	407	612	329	431
ENSG00000152952	0	0	0	0	0	0
ENSG00000152953	0	0	0	1	0	0
ENSG00000152954	0	0	0	0	0	0
ENSG00000152969	896	417	547	463	199	303
ENSG00000152977	0	0	1	0	1	0
ENSG00000152990	1381	668	767	1236	485	728
ENSG00000153002	0	0	0	0	0	0
ENSG00000153006	802	451	483	850	408	549
ENSG00000153012	1	1	0	0	0	0
ENSG00000153015	1569	753	855	1641	688	966
ENSG00000153029	523	259	318	533	226	361
ENSG00000153037	1052	554	629	1126	454	668
ENSG00000153044	838	470	461	819	351	519
ENSG00000153046	838	411	479	655	301	423
ENSG00000153048	3660	1760	1928	3370	1372	2326
ENSG00000153060	3	1	0	2	1	2
ENSG00000153064	0	0	0	0	0	1
ENSG00000153066	782	355	420	529	227	364
ENSG00000153071	669	388	346	311	161	217
ENSG00000153086	5	0	0	3	0	0
ENSG00000153093	1	1	1	2	0	0
ENSG00000153094	930	447	524	454	234	301
ENSG00000153107	5158	2440	2754	4451	2003	2844
ENSG00000153113	896	474	539	873	360	514
ENSG00000153130	744	458	506	674	327	484
ENSG00000153132	336	190	217	262	140	185
ENSG00000153140	429	214	261	430	170	243
ENSG00000153147	6253	3116	3682	7379	3093	4465
ENSG00000153157	25	7	14	28	9	12
ENSG00000153162	26	7	13	91	33	49
ENSG00000153165	44	22	32	21	5	18
ENSG00000153179	908	475	499	533	235	384
ENSG00000153187	32043	15546	17944	33638	14182	20437
ENSG00000153201	4507	2252	2764	4993	2044	2888
ENSG00000153207	3632	1790	2130	2796	1210	1608
ENSG00000153208	103	61	62	149	64	97
ENSG00000153214	391	225	240	471	192	272
ENSG00000153230	0	0	0	0	0	0
ENSG00000153233	1	0	2	0	0	1
ENSG00000153234	30	18	26	57	41	47
ENSG00000153237	4	3	2	7	2	0
ENSG00000153246	1	2	0	7	3	1
ENSG00000153250	1020	576	619	1781	802	1289
ENSG00000153253	185	101	132	154	67	103
ENSG00000153266	0	0	0	0	0	0
ENSG00000153283	514	262	332	902	397	566
ENSG00000153291	59	46	30	60	19	40
ENSG00000153292	0	0	0	0	0	0
ENSG00000153294	0	0	1	1	2	0
ENSG00000153303	0	0	0	19	7	17
ENSG00000153310	3430	1696	1956	4303	1890	2785
ENSG00000153317	716	386	445	1061	489	684
ENSG00000153339	1303	634	757	1728	675	973
ENSG00000153347	2	1	0	2	0	0
ENSG00000153363	63	20	38	88	40	62
ENSG00000153391	508	240	282	624	256	405
ENSG00000153395	4164	1874	2253	1534	661	984
ENSG00000153404	672	297	363	609	217	341
ENSG00000153406	2972	1401	1544	2393	998	1536
ENSG00000153443	865	402	409	1288	607	895
ENSG00000153446	0	1	1	0	1	0
ENSG00000153485	374	195	236	490	161	279
ENSG00000153487	691	344	371	1041	420	620
ENSG00000153495	2	2	0	5	2	4
ENSG00000153498	0	0	0	0	0	0
ENSG00000153531	100	27	40	38	25	36
ENSG00000153551	47	18	22	54	17	37
ENSG00000153558	108	47	63	87	51	64
ENSG00000153560	3130	1589	1783	2982	1372	1849
ENSG00000153561	2637	1333	1539	3007	1343	2026
ENSG00000153563	27	11	14	7	3	5
ENSG00000153574	2407	1111	1400	2286	987	1410
ENSG00000153684	0	1	3	2	3	1
ENSG00000153707	4	1	7	5	6	3
ENSG00000153714	0	2	0	0	0	0
ENSG00000153721	63	31	42	53	18	18
ENSG00000153767	638	344	345	489	174	346
ENSG00000153774	1805	997	1073	1973	808	1099
ENSG00000153779	0	0	0	0	0	0
ENSG00000153786	1615	783	835	1527	584	941
ENSG00000153789	0	0	0	0	0	2
ENSG00000153790	547	278	294	579	211	360
ENSG00000153802	0	0	0	0	0	0
ENSG00000153814	293	144	164	265	97	194
ENSG00000153815	2509	1196	1387	2614	1136	1969
ENSG00000153820	0	0	0	0	0	0
ENSG00000153822	0	0	0	0	0	0
ENSG00000153823	0	0	0	0	0	0
ENSG00000153827	7417	3641	4416	10594	4227	6363
ENSG00000153832	168	81	92	173	84	121
ENSG00000153879	1710	893	951	1833	869	1113
ENSG00000153885	651	292	338	490	206	274
ENSG00000153896	227	93	126	210	91	109
ENSG00000153898	271	140	160	342	127	150
ENSG00000153902	4	2	0	6	0	2
ENSG00000153904	4	2	1	20	4	8
ENSG00000153914	2972	1492	1838	3523	1628	2060
ENSG00000153922	3846	2213	2465	2954	1243	1698
ENSG00000153923	0	0	0	0	0	0
ENSG00000153930	4	2	2	0	0	3
ENSG00000153933	704	335	403	321	134	210
ENSG00000153936	1534	802	967	1677	704	1049
ENSG00000153944	2401	1165	1403	1966	883	1210
ENSG00000153956	0	0	1	0	0	0
ENSG00000153975	486	207	261	590	241	337
ENSG00000153976	0	0	2	2	2	2
ENSG00000153982	48	41	42	55	36	45
ENSG00000153989	2647	1350	1549	2601	1197	1627
ENSG00000153993	1	0	0	0	0	0
ENSG00000154001	1657	809	910	1647	760	1098
ENSG00000154007	0	0	0	0	0	0
ENSG00000154016	997	511	528	1591	599	1035
ENSG00000154025	55	19	38	85	26	28
ENSG00000154027	11	2	5	5	5	5
ENSG00000154040	4	1	3	18	5	8
ENSG00000154059	0	0	0	0	0	0
ENSG00000154065	0	0	0	0	1	0
ENSG00000154079	163	90	90	176	81	116
ENSG00000154080	0	0	0	10	1	9
ENSG00000154096	2295	1089	1212	1841	809	1301
ENSG00000154099	43	21	24	53	22	24
ENSG00000154102	94	44	42	61	23	33
ENSG00000154114	320	158	197	395	171	238
ENSG00000154118	53	23	27	60	26	39
ENSG00000154122	2046	975	1159	5047	2008	3310
ENSG00000154124	2506	1310	1497	2367	1018	1437
ENSG00000154127	681	308	451	706	316	458
ENSG00000154133	0	0	1	0	0	0
ENSG00000154134	543	236	237	605	247	357
ENSG00000154143	2	2	2	0	2	0
ENSG00000154144	1736	863	953	1679	723	994
ENSG00000154146	229	129	135	233	106	207
ENSG00000154153	412	187	245	327	111	191
ENSG00000154162	0	1	0	0	0	1
ENSG00000154165	0	0	0	1	1	1
ENSG00000154174	2769	1386	1510	2920	1229	1841
ENSG00000154175	1	0	0	4	0	1
ENSG00000154188	1	0	2	8	2	1
ENSG00000154198	0	0	0	0	0	0
ENSG00000154217	622	288	352	547	236	344
ENSG00000154222	1503	750	845	1691	610	945
ENSG00000154227	4	6	1	8	1	6
ENSG00000154229	4242	2035	2416	3278	1448	2175
ENSG00000154237	21	3	13	9	4	10
ENSG00000154240	120	64	60	115	52	85
ENSG00000154252	2	0	1	1	5	3
ENSG00000154258	1	0	0	1	1	0
ENSG00000154262	3	1	0	0	0	0
ENSG00000154263	2	2	0	6	2	1
ENSG00000154265	185	76	95	225	60	103
ENSG00000154269	11	8	9	9	3	7
ENSG00000154274	11	3	5	7	7	3
ENSG00000154277	0	0	0	0	0	0
ENSG00000154305	1756	998	1065	1513	655	926
ENSG00000154309	67	42	47	58	30	48
ENSG00000154310	419	218	268	1015	424	714
ENSG00000154316	2	3	2	13	3	2
ENSG00000154319	25	9	12	58	21	52
ENSG00000154328	499	257	265	448	162	269
ENSG00000154330	11	4	9	2	4	5
ENSG00000154342	0	0	0	0	0	0
ENSG00000154358	869	417	491	1227	476	748
ENSG00000154359	391	213	265	259	114	168
ENSG00000154370	1679	756	811	1889	761	1094
ENSG00000154380	631	343	371	547	242	356
ENSG00000154415	0	0	0	0	0	0
ENSG00000154429	1007	557	610	626	289	420
ENSG00000154438	0	0	0	0	0	0
ENSG00000154447	294	148	143	272	108	198
ENSG00000154451	32	20	31	211	83	117
ENSG00000154473	6217	3129	3585	7114	3053	4589
ENSG00000154478	0	0	0	0	0	0
ENSG00000154479	10	3	2	8	4	4
ENSG00000154485	0	0	0	3	0	1
ENSG00000154493	0	0	0	0	0	0
ENSG00000154511	247	139	147	249	78	116
ENSG00000154518	5013	2283	2884	5187	2363	3557
ENSG00000154529	0	0	0	0	0	0
ENSG00000154537	204	109	117	153	64	101
ENSG00000154545	159	301	45	475	111	302
ENSG00000154548	55	27	28	59	25	25
ENSG00000154553	0	0	1	3	0	0
ENSG00000154556	94	49	60	52	16	42
ENSG00000154582	2050	965	1069	2101	942	1356
ENSG00000154589	24	9	10	15	7	16
ENSG00000154608	4	4	3	13	5	8
ENSG00000154611	108	70	83	135	58	72
ENSG00000154620	44	22	14	57	22	38
ENSG00000154639	200	97	105	186	91	124
ENSG00000154640	543	235	276	892	405	566
ENSG00000154642	484	269	358	1100	499	837
ENSG00000154645	0	0	0	0	0	0
ENSG00000154646	0	0	0	0	0	0
ENSG00000154654	1	0	0	1	1	0
ENSG00000154655	0	0	0	0	0	1
ENSG00000154678	0	0	0	2	0	0
ENSG00000154710	731	365	381	875	354	551
ENSG00000154719	1402	707	847	2001	774	1152
ENSG00000154721	6	5	7	43	11	22
ENSG00000154723	1735	822	989	1840	785	1068
ENSG00000154727	1138	647	710	1538	718	994
ENSG00000154734	250	97	117	89	47	55
ENSG00000154736	0	0	0	0	0	0
ENSG00000154743	619	273	354	410	161	233
ENSG00000154760	43	18	20	48	20	28
ENSG00000154764	0	0	0	1	0	0
ENSG00000154767	1487	685	782	838	332	513
ENSG00000154781	696	341	369	862	345	462
ENSG00000154783	78	34	57	45	19	28
ENSG00000154803	942	462	504	921	411	595
ENSG00000154813	751	390	413	827	318	478
ENSG00000154814	585	286	352	544	238	312
ENSG00000154822	1331	703	785	548	234	327
ENSG00000154832	4364	2173	2260	3739	1694	2375
ENSG00000154839	1660	891	987	1929	832	1201
ENSG00000154845	1871	849	995	1667	749	1052
ENSG00000154856	1	0	1	1	0	0
ENSG00000154864	4	0	0	3	0	1
ENSG00000154874	306	164	195	274	117	155
ENSG00000154889	764	392	437	780	322	455
ENSG00000154898	6	5	3	3	3	2
ENSG00000154914	271	124	136	191	78	89
ENSG00000154917	339	144	187	264	105	172
ENSG00000154920	1051	495	606	702	294	437
ENSG00000154928	84	36	42	59	31	41
ENSG00000154930	2341	1109	1206	1555	766	1058
ENSG00000154945	2412	1211	1336	1864	805	1237
ENSG00000154957	503	211	238	454	170	268
ENSG00000154975	0	0	0	0	0	0
ENSG00000154978	1976	1001	1172	1685	739	1171
ENSG00000154997	0	0	0	0	0	0
ENSG00000155008	650	354	370	620	300	422
ENSG00000155011	0	0	0	1	0	0
ENSG00000155016	317	140	175	513	236	334
ENSG00000155026	10	2	4	8	2	10
ENSG00000155034	532	236	284	475	234	363
ENSG00000155052	0	0	0	0	0	0
ENSG00000155066	12	2	8	13	3	14
ENSG00000155070	0	0	0	0	0	0
ENSG00000155085	92	54	66	113	42	57
ENSG00000155087	1	0	0	0	0	0
ENSG00000155090	561	274	380	4000	1784	2744
ENSG00000155093	460	188	227	282	108	212
ENSG00000155096	4823	2477	2875	4086	1830	2594
ENSG00000155097	1790	948	1129	2006	837	1236
ENSG00000155099	170	93	95	178	97	126
ENSG00000155100	719	422	401	558	275	388
ENSG00000155111	525	294	322	577	234	376
ENSG00000155115	2348	1222	1282	2411	905	1259
ENSG00000155158	136	53	66	142	58	81
ENSG00000155189	1748	927	1017	1835	758	1120
ENSG00000155229	2306	1128	1195	1978	811	1196
ENSG00000155249	0	0	0	0	0	0
ENSG00000155252	1174	592	623	1439	659	877
ENSG00000155254	1203	536	623	603	279	388
ENSG00000155256	1306	639	652	2134	897	1301
ENSG00000155265	37	26	22	53	13	41
ENSG00000155269	0	0	0	0	0	0
ENSG00000155275	496	253	280	521	224	344
ENSG00000155287	889	371	425	676	311	357
ENSG00000155304	920	532	604	1247	613	818
ENSG00000155307	428	212	250	1128	455	677
ENSG00000155313	941	492	511	909	412	560
ENSG00000155324	77	37	52	196	88	133
ENSG00000155329	599	292	424	681	301	452
ENSG00000155330	558	293	311	352	162	218
ENSG00000155363	2624	1283	1426	2400	1049	1476
ENSG00000155366	1752	796	991	1636	738	1175
ENSG00000155367	20	4	10	26	12	10
ENSG00000155368	2626	1296	1643	2556	1034	1491
ENSG00000155380	4044	2082	2353	3645	1630	2242
ENSG00000155393	1319	677	675	962	344	545
ENSG00000155428	25	2	9	30	7	16
ENSG00000155438	2131	1035	1304	2239	925	1255
ENSG00000155463	3248	1540	1700	3346	1449	2097
ENSG00000155465	21	6	7	16	12	6
ENSG00000155495	0	0	0	0	0	0
ENSG00000155506	17238	7983	8902	9839	4310	6324
ENSG00000155508	1993	959	1186	1947	858	1293
ENSG00000155511	0	0	0	0	0	0
ENSG00000155530	16	7	13	16	13	16
ENSG00000155542	126	59	65	103	51	40
ENSG00000155545	805	429	547	952	440	616
ENSG00000155561	6152	2846	3286	6214	2499	3672
ENSG00000155592	717	371	440	869	324	530
ENSG00000155621	311	196	176	245	101	166
ENSG00000155622	0	0	0	0	0	0
ENSG00000155629	120	50	61	232	84	175
ENSG00000155636	288	146	176	288	111	168
ENSG00000155657	168	11	106	304	95	156
ENSG00000155659	1	0	0	2	0	1
ENSG00000155660	4699	2260	2519	4654	2015	2841
ENSG00000155666	248	121	152	257	119	192
ENSG00000155714	2	2	2	9	0	8
ENSG00000155719	5	0	3	8	3	1
ENSG00000155729	447	210	227	320	139	204
ENSG00000155744	853	416	540	1375	618	918
ENSG00000155749	4	1	7	11	2	14
ENSG00000155754	2	0	0	0	1	1
ENSG00000155755	1752	930	1105	1538	643	1035
ENSG00000155760	40	17	18	72	25	48
ENSG00000155761	1	0	1	0	0	0
ENSG00000155792	19	12	18	17	7	11
ENSG00000155816	7	2	5	4	1	6
ENSG00000155827	1500	783	924	1507	618	870
ENSG00000155833	0	0	0	0	0	0
ENSG00000155846	1197	552	672	360	179	242
